60603,0.0,0,1174
60827,0.0,0,28577
60608,13.0,0,79205
60625,24.0,1,79243
60606,0.0,0,3101
60614,24.0,1,71308
60661,0.0,0,9926
60632,4.0,0,91039
60605,20.0,0,27519
60649,28.0,0,46024
60616,11.0,0,54464
60642,0.0,0,20201
60623,12.0,0,85979
60666,0.0,0,0
60622,22.0,0,52793
60652,12.0,0,43907
60612,18.0,0,34311
60601,10.0,0,14675
60630,13.0,1,57344
60641,10.0,0,71023
60607,14.0,0,29591
60631,8.0,0,29529
60638,8.0,0,58797
60646,7.0,0,27987
60628,24.0,0,66724
60653,21.0,0,31972
60651,14.0,0,63218
60660,13.0,0,43242
60629,15.0,0,111850
60636,12.0,1,32203
60657,32.0,0,70052
60639,14.0,1,90517
60611,15.0,0,32426
60618,16.0,0,94395
60617,22.0,0,82534
60620,31.0,2,68096
60609,13.0,0,61495
60613,25.0,0,50113
60645,24.0,0,47732
60647,13.0,0,87509
60626,15.0,0,49730
60619,28.0,0,61258
60644,18.0,0,47712
60655,0.0,0,28804
60640,18.0,0,69715
60633,0.0,0,12871
60637,22.0,0,47454
60621,14.0,0,29042
60610,25.0,0,39019
60624,19.0,0,36158
60707,0.0,0,43019
60602,0.0,0,1244
60656,4.0,0,27579
60643,21.0,0,49870
60604,0.0,0,782
60615,25.0,0,41563
60634,17.0,0,75995
60654,14.0,0,19135
60659,20.0,0,41068
