162,3
184,5
155,5
125,7
168,9
290,12
350,14
367,19
413,21
404,29
248,33
282,53
439,65
490,81
462,105
437,120
466,144
327,166
292,192
583,214
556,239
705,275
575,300
571,332
397,365
341,398
694,431
666,464
632,495
678,526
776,569
535,608
459,643
990,683
875,719
1057,764
1468,800
1074,854
632,892
434,943
1158,978
1324,1034
1152,1078
1271,1118
1169,1157
719,1206
466,1251
1120,1299
1091,1357
971,1401
938,1450
923,1494
520,1547
307,1585
1017,1623
942,1669
875,1714
777,1759
970,1808
514,1836
326,1878
945,1911
890,1938
771,1967
800,2001
724,2037
327,2067
279,2094
252,2117
755,2140
615,2166
524,2188
460,2208
238,2229
121,2251
234,2272
244,2297
280,2318
319,2333
339,2350
170,2370
111,2390
274,2405
254,2428
233,2440
203,2450
248,2471
120,2489
92,2501
235,2521
209,2532
219,2553
184,2567
220,2582
126,2592
48,2603
218,2612
234,2620
245,2629
